knowledge_id,類別,子類別,知識內容,適用對象,依據來源,來源連結或檔名,來源位置/備註,關鍵標籤,可信度,備註
K00091,課程地圖文字化,一般修課提醒,資料工程未在目前整理資料中明列特殊先修門檻；但實際能否修課仍應以當學期選課系統、授課教師與系辦公告為準。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,依課表未列特殊門檻,"課程表,資料工程,系必修,大三上,3學分",中,未列特殊先修不代表永遠無限制
K00092,課程地圖文字化,課程基本資訊,資料探勘導論是東吳資料科學系114學年度課程表中的系必修課程，共3學分，通常安排於大三上修讀。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表,"課程表,資料探勘導論,系必修,大三上,3學分",高,
K00093,課程地圖文字化,修課定位,資料探勘導論在課程規劃中的定位為「資料分析核心課」，學生可依入學年度課程表確認實際開課學期與修課要求。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表備註,"課程表,資料探勘導論,系必修,大三上,3學分",高,
K00094,課程地圖文字化,選課提醒,學生規劃資料探勘導論時，應優先確認自己所屬入學年度的必選修科目表，因不同入學年度的課程名稱、學分或安排學期可能略有差異。,學士班學生,112-114學士班必選修科目表,112-學士(1).pdf；113-學士(1).pdf；114-學士(1).pdf,跨年度課程表,"課程表,資料探勘導論,系必修,大三上,3學分",高,
K00095,課程地圖文字化,一般修課提醒,資料探勘導論未在目前整理資料中明列特殊先修門檻；但實際能否修課仍應以當學期選課系統、授課教師與系辦公告為準。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,依課表未列特殊門檻,"課程表,資料探勘導論,系必修,大三上,3學分",中,未列特殊先修不代表永遠無限制
K00096,課程地圖文字化,課程基本資訊,機器學習導論是東吳資料科學系114學年度課程表中的系必修課程，共3學分，通常安排於大三下修讀。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表,"課程表,機器學習導論,系必修,大三下,3學分",高,
K00097,課程地圖文字化,修課定位,機器學習導論在課程規劃中的定位為「AI與模型基礎課」，學生可依入學年度課程表確認實際開課學期與修課要求。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表備註,"課程表,機器學習導論,系必修,大三下,3學分",高,
K00098,課程地圖文字化,選課提醒,學生規劃機器學習導論時，應優先確認自己所屬入學年度的必選修科目表，因不同入學年度的課程名稱、學分或安排學期可能略有差異。,學士班學生,112-114學士班必選修科目表,112-學士(1).pdf；113-學士(1).pdf；114-學士(1).pdf,跨年度課程表,"課程表,機器學習導論,系必修,大三下,3學分",高,
K00099,課程地圖文字化,一般修課提醒,機器學習導論未在目前整理資料中明列特殊先修門檻；但實際能否修課仍應以當學期選課系統、授課教師與系辦公告為準。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,依課表未列特殊門檻,"課程表,機器學習導論,系必修,大三下,3學分",中,未列特殊先修不代表永遠無限制
K00100,課程地圖文字化,課程基本資訊,人工智慧導論是東吳資料科學系114學年度課程表中的系必修課程，共3學分，通常安排於大三下修讀。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表,"課程表,人工智慧導論,系必修,大三下,3學分",高,
K00101,課程地圖文字化,修課定位,人工智慧導論在課程規劃中的定位為「AI基礎課」，學生可依入學年度課程表確認實際開課學期與修課要求。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表備註,"課程表,人工智慧導論,系必修,大三下,3學分",高,
K00102,課程地圖文字化,選課提醒,學生規劃人工智慧導論時，應優先確認自己所屬入學年度的必選修科目表，因不同入學年度的課程名稱、學分或安排學期可能略有差異。,學士班學生,112-114學士班必選修科目表,112-學士(1).pdf；113-學士(1).pdf；114-學士(1).pdf,跨年度課程表,"課程表,人工智慧導論,系必修,大三下,3學分",高,
K00103,課程地圖文字化,一般修課提醒,人工智慧導論未在目前整理資料中明列特殊先修門檻；但實際能否修課仍應以當學期選課系統、授課教師與系辦公告為準。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,依課表未列特殊門檻,"課程表,人工智慧導論,系必修,大三下,3學分",中,未列特殊先修不代表永遠無限制
K00104,課程地圖文字化,課程基本資訊,專題實作是東吳資料科學系114學年度課程表中的系必修課程，共3學分，通常安排於大四上修讀。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表,"課程表,專題實作,系必修,大四上,3學分",高,
K00105,課程地圖文字化,修課定位,專題實作在課程規劃中的定位為「畢業專題相關課程」，學生可依入學年度課程表確認實際開課學期與修課要求。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表備註,"課程表,專題實作,系必修,大四上,3學分",高,
K00106,課程地圖文字化,選課提醒,學生規劃專題實作時，應優先確認自己所屬入學年度的必選修科目表，因不同入學年度的課程名稱、學分或安排學期可能略有差異。,學士班學生,112-114學士班必選修科目表,112-學士(1).pdf；113-學士(1).pdf；114-學士(1).pdf,跨年度課程表,"課程表,專題實作,系必修,大四上,3學分",高,
K00107,課程地圖文字化,一般修課提醒,專題實作未在目前整理資料中明列特殊先修門檻；但實際能否修課仍應以當學期選課系統、授課教師與系辦公告為準。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,依課表未列特殊門檻,"課程表,專題實作,系必修,大四上,3學分",中,未列特殊先修不代表永遠無限制
K00108,課程地圖文字化,課程基本資訊,微積分(二)是東吳資料科學系114學年度課程表中的系選修課程，共3學分，通常安排於依課表安排修讀。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表,"課程表,微積分(二),系選修,依課表安排,3學分",高,
K00109,課程地圖文字化,修課定位,微積分(二)在課程規劃中的定位為「進階數學選修」，學生可依入學年度課程表確認實際開課學期與修課要求。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表備註,"課程表,微積分(二),系選修,依課表安排,3學分",高,
K00110,課程地圖文字化,選課提醒,學生規劃微積分(二)時，應優先確認自己所屬入學年度的必選修科目表，因不同入學年度的課程名稱、學分或安排學期可能略有差異。,學士班學生,112-114學士班必選修科目表,112-學士(1).pdf；113-學士(1).pdf；114-學士(1).pdf,跨年度課程表,"課程表,微積分(二),系選修,依課表安排,3學分",高,
K00111,邊界案例FAQ,擋修與先修,若要修習微積分(二)，需特別注意先修或成績條件：微積分(一)須60分以上。未符合條件時，應先向系辦或授課單位確認是否能選課或是否需要補修。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程備註/先修條件,"課程表,微積分(二),系選修,依課表安排,3學分,擋修,先修",高,
K00112,邊界案例FAQ,錯誤認知,不能只看微積分(二)是否有開課就直接選課；若課程表標示「微積分(一)須60分以上」，學生仍需符合該條件，否則可能影響選課或後續修課安排。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程備註/先修條件,"課程表,微積分(二),系選修,依課表安排,3學分,錯誤認知",高,
K00113,課程地圖文字化,課程基本資訊,互動科技是東吳資料科學系114學年度課程表中的系選修課程，共2學分，通常安排於依課表安排修讀。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表,"課程表,互動科技,系選修,依課表安排,2學分",高,
K00114,課程地圖文字化,修課定位,互動科技在課程規劃中的定位為「第二專長合班」，學生可依入學年度課程表確認實際開課學期與修課要求。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表備註,"課程表,互動科技,系選修,依課表安排,2學分",高,
K00115,課程地圖文字化,選課提醒,學生規劃互動科技時，應優先確認自己所屬入學年度的必選修科目表，因不同入學年度的課程名稱、學分或安排學期可能略有差異。,學士班學生,112-114學士班必選修科目表,112-學士(1).pdf；113-學士(1).pdf；114-學士(1).pdf,跨年度課程表,"課程表,互動科技,系選修,依課表安排,2學分",高,
K00116,課程地圖文字化,一般修課提醒,互動科技未在目前整理資料中明列特殊先修門檻；但實際能否修課仍應以當學期選課系統、授課教師與系辦公告為準。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,依課表未列特殊門檻,"課程表,互動科技,系選修,依課表安排,2學分",中,未列特殊先修不代表永遠無限制
K00117,課程地圖文字化,課程基本資訊,大數據行銷是東吳資料科學系114學年度課程表中的系選修課程，共3學分，通常安排於依課表安排修讀。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表,"課程表,大數據行銷,系選修,依課表安排,3學分",高,
K00118,課程地圖文字化,修課定位,大數據行銷在課程規劃中的定位為「資料科學與行銷應用」，學生可依入學年度課程表確認實際開課學期與修課要求。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,課程表備註,"課程表,大數據行銷,系選修,依課表安排,3學分",高,
K00119,課程地圖文字化,選課提醒,學生規劃大數據行銷時，應優先確認自己所屬入學年度的必選修科目表，因不同入學年度的課程名稱、學分或安排學期可能略有差異。,學士班學生,112-114學士班必選修科目表,112-學士(1).pdf；113-學士(1).pdf；114-學士(1).pdf,跨年度課程表,"課程表,大數據行銷,系選修,依課表安排,3學分",高,
K00120,課程地圖文字化,一般修課提醒,大數據行銷未在目前整理資料中明列特殊先修門檻；但實際能否修課仍應以當學期選課系統、授課教師與系辦公告為準。,學士班學生,114學士班必選修科目表,114-學士(1).pdf,依課表未列特殊門檻,"課程表,大數據行銷,系選修,依課表安排,3學分",中,未列特殊先修不代表永遠無限制
